,num_topics,scenario_r2,scenario_aic,scenario_bic,4,5
239,2,0.001508272806532318,691090.8670953087,691121.8847465736,107,080
240,2,0.022489591950294874,686238.5900378085,686269.6076890734,195,136
241,2,0.015640824711995904,687833.836995011,687864.8546462759,027,164
242,2,0.013911117775697868,688234.9728990325,688265.9905502974,194,024
243,2,0.003214081017713033,690700.196380166,690731.2140314309,170,087
244,2,0.004888024180144002,690316.17303578,690347.1906870449,050,153
245,2,0.008337816903213446,689522.7061191986,689553.7237704635,088,059
246,2,0.0038021869035860245,690565.351123921,690596.3687751859,130,046
247,2,0.012178077224966333,688636.1768489707,688667.1945002356,127,136
248,2,0.03795448408000923,682594.931416619,682625.9490678839,155,086
249,2,0.008596785442778865,689463.0309221707,689494.0485734356,050,076
250,2,0.012879590631093674,688473.8593051066,688504.8769563715,149,136
251,2,0.0009805311074205791,691211.5973417072,691242.6149929721,047,167
252,2,0.005085837349693589,690270.7495655116,690301.7672167765,050,077
253,2,0.018989183076460026,687055.3131471807,687086.3307984456,051,024
254,2,0.015493917735485696,687867.9335352869,687898.9511865518,088,029
255,2,0.00306964824422018,690733.3008232887,690764.3184745536,193,049
256,2,0.0008741689282454335,691235.921848847,691266.9395001119,039,183
257,2,0.0009928554234467368,691208.7786638383,691239.7963151032,147,026
258,2,0.010237967977910878,689084.4836045281,689115.501255793,186,104
259,2,0.000943402983379027,691220.0886552375,691251.1063065024,167,077
260,2,0.018587561646533746,687148.8339207531,687179.851572018,005,009
261,2,0.013171313062630974,688406.3260369643,688437.3436882292,110,120
262,2,0.008253391092832296,689542.1573412791,689573.174992544,143,184
263,2,0.033948323723365426,683544.4072601602,683575.4249114251,022,033
264,2,0.005114219243308682,690264.2315432141,690295.249194479,056,011
265,2,0.00487429753942592,690319.324723727,690350.3423749919,168,110
266,2,0.002605840524154468,690839.5745822657,690870.5922335306,043,023
267,2,0.0077712438001645845,689653.2095891817,689684.2272404466,105,196
268,2,0.006323567077310965,689986.3267803453,690017.3444316102,028,122
269,2,0.003028051049723701,690742.8341407317,690773.8517919966,058,110
270,2,0.004528728322175324,690398.6543854156,690429.6720366805,196,132
271,2,0.002568221752371258,690848.1921259539,690879.2097772188,089,131
272,2,0.0037370197656564352,690580.2970473042,690611.3146985691,060,086
273,2,0.0034453479723980385,690647.1792805165,690678.1969317814,148,191
274,2,0.001503124930847033,691092.0450710657,691123.0627223306,087,010
275,2,0.0020095918682545566,690976.1223815343,691007.1400327992,006,121
276,2,0.01917608136995741,687011.7793243276,687042.7969755925,136,001
277,2,0.017198386490462236,687472.0196344531,687503.037285718,101,086
278,2,0.012887893028683206,688471.9375895106,688502.9552407755,129,076
279,2,0.008048340377776908,689589.3929551203,689620.4106063852,124,196
280,2,0.0014852982440843876,691096.1242611104,691127.1419123753,042,118
281,2,0.009970130493182516,689146.3045588913,689177.3222101562,051,185
282,2,0.004772299986568473,690342.7423809743,690373.7600322393,048,012
283,2,0.009820948647552674,689180.7307402305,689211.7483914954,037,143
284,2,0.007545642235089023,689705.1535214423,689736.1711727072,170,055
285,2,0.004487590099354843,690408.0963357971,690439.113987062,168,023
286,2,0.0035064134626352494,690633.1781879786,690664.1958392435,193,171
287,2,0.029611255937341485,684567.8809550019,684598.8986062668,129,044
288,2,0.002514591137318334,690860.477030712,690891.4946819769,015,187
289,2,0.007526460427962012,689709.5695174529,689740.5871687178,109,114
290,2,0.02003244742747934,686812.2016525199,686843.2193037848,050,195
291,2,0.010237967977910656,689084.4836045281,689115.501255793,104,186
292,2,0.018683754062363556,687126.4382305697,687157.4558818346,073,070
293,2,0.0027149341411671912,690814.5820555435,690845.5997068085,196,045
294,2,0.017197831358651494,687472.1486921837,687503.1663434486,044,152
295,2,0.009579378273648298,689236.4661064076,689267.4837576725,054,192
296,2,0.03375219222989112,683590.7900414498,683621.8076927147,173,018
297,2,0.014624821356724715,688069.5434137436,688100.5610650085,058,034
298,2,0.013038170007497185,688437.1509137191,688468.168564984,105,133
299,2,0.014719555711219967,688047.5759128946,688078.5935641595,073,183
300,2,0.014667581603571067,688059.6282041037,688090.6458553686,080,034
301,2,0.008906431141623927,689391.6575112515,689422.6751625164,063,151
302,2,0.004663872103432665,690367.6337486356,690398.6513999006,069,193
303,2,0.011560350891293258,688779.0121623738,688810.0298136387,017,179
304,2,0.012873663994645068,688475.2311049376,688506.2487562025,120,002
305,2,0.009855603862598317,689172.7339379807,689203.7515892456,175,129
306,2,0.0018533856087747935,691011.8819255484,691042.8995768133,169,197
307,2,0.003718953848635964,690584.4402480207,690615.4578992856,084,116
308,2,0.0019218319106422133,690996.2135333584,691027.2311846233,178,042
309,2,0.004918365002572811,690309.2065154435,690340.2241667084,182,076
310,2,0.005500921486816801,690175.4052013381,690206.422852603,114,121
311,2,0.008716332933121018,689435.477837998,689466.4954892629,028,192
312,2,0.025991534843552322,685418.5771873961,685449.594838661,123,011
313,2,0.021416817309888758,686489.2025789451,686520.22023021,024,009
314,2,0.005304455949789677,690220.5380756515,690251.5557269164,012,148
315,2,0.013438550389489823,688344.4435076101,688375.461158875,020,024
316,2,0.006198523836326131,690015.0770419074,690046.0946931723,028,080
317,2,0.008613044096866695,689459.283852897,689490.3015041619,094,053
318,2,0.024331583565258774,685807.6372856526,685838.6549369175,021,120
319,2,0.007262422760407894,689770.3470521348,689801.3647033997,186,032
320,2,0.021417102329925553,686489.1360314674,686520.1536827323,001,166
321,2,0.0030819152720138465,690730.4893685561,690761.507019821,090,168
322,2,0.007087860098313636,689810.5198988174,689841.5375500823,055,047
323,2,0.00781822657652853,689642.3904914863,689673.4081427512,128,111
324,2,0.007393648894831739,689740.1427731812,689771.1604244461,074,148
325,2,0.01830561909119266,687214.4636467393,687245.4812980042,033,020
326,2,0.005996412606354196,690061.539324516,690092.5569757809,070,003
327,2,0.03585876288639778,683092.1177394629,683123.1353907278,093,182
328,2,0.0015252344054921263,691086.9857712812,691118.0034225461,178,087
329,2,0.005706974288962385,690128.0603205322,690159.0779717971,117,089
330,2,0.04229182462441228,681562.4966096776,681593.5142609425,001,155
331,2,0.007659638188348139,689678.9078476098,689709.9254988747,072,134
332,2,0.000610219044006266,691296.2747041245,691327.2923553895,071,175
333,2,0.007336889474381159,689753.2075615306,689784.2252127955,012,110
334,2,0.00017565299524113787,691395.6046905378,691426.6223418027,038,068
335,2,0.007326679982170292,689755.5574860803,689786.5751373452,074,063
336,2,0.005425340273838897,690192.7690847991,690223.786736064,102,036
337,2,0.010350073098225332,689058.6030755995,689089.6207268644,141,026
338,2,0.003983008928211129,690523.8749149505,690554.8925662154,060,042
339,2,0.007584398260304437,689696.2309289388,689727.2485802037,106,082
340,2,0.004672935465780403,690365.5532116295,690396.5708628944,076,007
341,2,0.0028302553807035835,690788.1598546854,690819.1775059503,026,185
342,2,0.014396211751939392,688122.5459159943,688153.5635672592,120,031
343,2,0.009706583067977559,689207.1189795679,689238.1366308328,104,142
344,2,0.0016594482330488658,691056.2712853284,691087.2889365933,087,000
345,2,0.003899722834947994,690542.9796702394,690573.9973215043,005,108
346,2,0.003234347064285603,690695.5509552024,690726.5686064673,128,183
347,2,0.000941020954277838,691220.6334216781,691251.651072943,137,125
348,2,0.0223787493300599,686264.4968910001,686295.514542265,095,144
349,2,0.007567698906323583,689700.0755746572,689731.0932259221,082,052
350,2,0.00882592570144436,689410.2161802205,689441.2338314854,082,031
351,2,0.006615216246722455,689919.2559955159,689950.2736467808,185,008
352,2,0.006451773090314861,689956.8455695874,689987.8632208523,058,133
353,2,0.0006711318034214875,691282.3482517746,691313.3659030395,147,036
354,2,0.0028219733828646065,690790.0575133982,690821.0751646631,176,118
355,2,0.012286497159488374,688611.0979649343,688642.1156161992,167,136
356,2,0.0085314607033391,689478.0854433901,689509.103094655,151,103
357,2,0.012856474190663714,688479.2098700082,688510.2275212731,116,163
358,2,0.003802350551806888,690565.3135903719,690596.3312416368,006,005
359,2,0.0005409433543457354,691312.1121372601,691343.129788525,027,086
360,2,0.0027207620851263936,690813.2468405121,690844.264491777,015,059
361,2,0.008160486053878535,689563.560215383,689594.5778666479,048,134
362,2,0.0032561234866749222,690690.5592135091,690721.576864774,084,060
363,2,0.016174967360918724,687709.8216540094,687740.8393052743,167,150
364,2,0.01915258750193838,687017.2521569694,687048.2698082343,151,009
365,2,0.010191369431903463,689095.24045781,689126.2581090749,003,141
366,2,0.0023012843765654045,690909.3316383692,690940.3492896341,148,192
367,2,0.014687023303813773,688055.1199369057,688086.1375881706,133,141
368,2,0.0005306279356614985,691314.4702985364,691345.4879498013,156,147
369,2,0.0007534722888844492,691263.5214402479,691294.5390915128,058,153
370,2,0.005540364146145449,690166.3431961113,690197.3608473762,117,127
371,2,0.016180449583523715,687708.5484620128,687739.5661132777,008,079
372,2,0.003261268728099953,690689.3797698643,690720.3974211292,131,010
373,2,0.02877548546090858,684764.5826995075,684795.6003507724,123,067
374,2,0.0033390562554772574,690671.5477938191,690702.565445084,027,170
375,2,0.0029989827773179156,690749.4958219053,690780.5134731702,059,090
376,2,0.002309646794214748,690907.416552934,690938.4342041989,046,057
377,2,0.0023372728057402536,690901.089778937,690932.107430202,019,065
378,2,0.023272003792631835,686055.6360910076,686086.6537422725,123,089
379,2,0.003577550635865734,690616.8667785007,690647.8844297656,085,161
380,2,6.941878813149227e-05,691419.8803755464,691450.8980268113,071,156
381,2,0.04591151664503634,680697.3009557179,680728.3186069828,155,136
382,2,0.014848512367296451,688017.6693698519,688048.6870211168,083,022
383,2,0.003480771526088944,690639.0574743978,690670.0751256627,000,168
384,2,0.0003725348796060901,691350.60819354,691381.6258448049,090,156
385,2,0.04585407352498072,680711.0568929717,680742.0745442366,195,093
386,2,0.003396935136671164,690658.2787633659,690689.2964146308,084,190
387,2,0.00014483109982965647,691402.6480983177,691433.6657495826,084,080
388,2,0.0036648957696633344,690596.8373693214,690627.8550205863,046,191
389,2,0.01067060167185796,688984.5898408012,689015.6074920661,129,111
390,2,0.006077490782621209,690042.9018258785,690073.9194771434,178,119
391,2,0.0009299983536370515,691223.1542568058,691254.1719080707,003,182
392,2,0.007480924507801356,689720.0523611358,689751.0700124007,066,113
393,2,0.03604766393841119,683047.3474235346,683078.3650747995,123,009
394,2,0.011151588374419319,688873.4802263125,688904.4978775774,110,079
395,2,0.03899727821068244,682347.1365355132,682378.1541867781,169,157
396,2,0.008456089454909721,689495.4540171119,689526.4716683768,151,002
397,2,0.0038192024524051904,690561.448488528,690592.4661397929,048,005
398,2,0.00760894222139219,689690.5801237739,689721.5977750388,078,059
399,2,0.003703593098300595,690587.9629922067,690618.9806434716,194,174
400,2,0.0054815996994821425,690179.8442773973,690210.8619286622,185,198
401,2,0.019398884361528368,686959.8714560657,686990.8891073306,044,190
402,2,0.0138803888424065,688242.0928753326,688273.1105265975,072,073
403,2,0.011371915490256623,688822.5658405137,688853.5834917786,141,010
404,2,0.03575252158585429,683117.2935050138,683148.3111562787,093,179
405,2,0.0029428475060889747,690762.3599954527,690793.3776467176,130,065
406,2,0.02662450880405931,685270.045826603,685301.0634778679,051,033
407,2,0.001647101669016493,691059.0969368973,691090.1145881622,032,058
408,2,0.0018886518181105982,691003.8090918169,691034.8267430818,087,046
409,2,0.0011591986423596934,691170.7311258842,691201.7487771491,197,153
410,2,0.015231612262254335,687928.8009691645,687959.8186204294,088,062
411,2,0.0024753441442467716,690869.4667304412,690900.4843817061,140,194
412,2,0.02088335824805776,686613.7225163935,686644.7401676584,025,117
413,2,0.003744808658168841,690578.5107353367,690609.5283866016,071,109
414,2,0.019751547433527583,686877.68512331,686908.7027745749,110,150
415,2,0.009501058273517993,689254.5332595913,689285.5509108562,079,004
416,2,0.003462856162913419,690643.1650912032,690674.1827424681,072,144
417,2,0.026880975262483564,685209.8368450935,685240.8544963584,190,095
418,2,0.0018989334557630855,691001.4554551013,691032.4731063662,072,087
419,2,0.005175616551353679,690250.1307546762,690281.1484059411,075,068
420,2,0.00856813708515447,689469.6332490812,689500.6509003461,060,111
