,num_topics,scenario_r2,scenario_aic,scenario_bic,4,5
0,2,0.0017765718130235975,3497.407375036906,3516.766938621227,111,179
1,2,0.0005084351070328008,3503.3617398693077,3522.7213034536285,025,102
2,2,0.009258236885314464,3462.1235250815407,3481.4830886658615,091,016
3,2,0.009041533696586668,3463.149248290427,3482.5088118747476,122,043
4,2,0.00014058599794797288,3505.087512241729,3524.44707582605,142,114
5,2,0.016159736841049988,3429.3386965278296,3448.6982601121504,034,057
6,2,0.015371006663815745,3433.097093787006,3452.456657371327,179,062
7,2,0.010384551845881718,3456.7887120442065,3476.1482756285272,094,182
8,2,0.004795518849976865,3483.2018225193206,3502.5613861036413,129,052
9,2,0.0022932737308303253,3494.979101639423,3514.3386652237436,183,178
10,2,0.01634119687455149,3428.473590592972,3447.8331541772927,094,059
11,2,0.0011405807121019906,3500.394530394962,3519.754093979283,120,047
12,2,0.01451281016102235,3437.1830881938877,3456.5426517782084,010,182
13,2,0.004265265079301805,3485.700030624512,3505.0595942088326,128,037
14,2,0.004180924071449321,3486.0972675205594,3505.45683110488,121,191
15,2,0.011770587664111432,3450.21538652058,3469.574950104901,190,108
16,2,0.008053775437187327,3467.8217740463024,3487.181337630623,186,052
17,2,0.024325592061785195,3390.2493411386313,3409.608904722952,005,143
18,2,0.0021243392719769716,3495.7731581705684,3515.132721754889,122,192
19,2,0.009610799657141844,3460.4542569232744,3479.813820507595,056,146
20,2,0.025989226415899847,3382.2455392034462,3401.605102787767,046,187
21,2,0.008178294633988559,3467.2330005058557,3486.5925640901764,189,027
22,2,0.002240501889133495,3495.2271639063692,3514.58672749069,065,042
23,2,0.007700131347170958,3469.4935332150944,3488.853096799415,074,023
24,2,0.002266353869383231,3495.105644283285,3514.465207867606,000,081
25,2,0.019707452880190823,3412.3960476077136,3431.7556111920344,004,170
26,2,0.009356837585977829,3461.6567432053525,3481.0163067896733,066,075
27,2,0.029900630048213084,3363.3736580515906,3382.7332216359114,137,147
28,2,0.0161855126978262,3429.215820532172,3448.575384116493,031,050
