,num_topics,scenario_r2,scenario_aic,scenario_bic,4,5,6
316,3,0.005314687955646158,690219.187741753,690260.5446101062,175,092,032
317,3,0.022668286665132542,686197.8181533478,686239.175021701,111,075,062
318,3,0.0032068378897367467,690702.85662666,690744.2134950132,130,090,000
319,3,0.022626231384766382,686207.6497281953,686249.0065965485,095,026,004
320,3,0.0562351864193712,678212.5384100439,678253.8952783971,157,186,042
321,3,0.0070545386213544115,689819.18749372,689860.5443620732,132,077,083
322,3,0.0051237721684173065,690263.0376162839,690304.3944846371,058,131,176
323,3,0.028598075891929753,684807.3149182973,684848.6717866505,118,073,025
324,3,0.007388955707380407,689742.2230562227,689783.5799245759,012,063,191
325,3,0.02565363142138022,685498.8288433288,685540.185711682,101,029,019
326,3,0.019076410487173345,687035.9964684406,687077.3533367938,187,166,141
327,3,0.0030177590394987464,690746.1928048492,690787.5496732024,004,063,107
328,3,0.04631573210083817,680601.4798055873,680642.8366739405,042,113,157
329,3,0.006821877171676816,689872.7180863502,689914.0749547035,184,170,088
330,3,0.01414144174663845,688182.599136512,688223.9560048652,016,049,120
331,3,0.001663201668347769,691056.4122467357,691097.7691150889,058,090,042
332,3,0.0067060726071832555,689899.3576500292,689940.7145183824,184,117,043
333,3,0.016029914205516027,687744.5062228789,687785.8630912321,098,124,197
334,3,0.02601214049911038,685414.7434442725,685456.1003126258,134,143,089
335,3,0.03513148739970162,683265.4031083158,683306.759976669,053,123,129
336,3,0.04576209578936785,680734.0811147529,680775.4379831061,157,005,121
337,3,0.013998759057170296,688215.6649447484,688257.0218131016,085,143,102
338,3,0.0010222113229423346,691203.0645598662,691244.4214282194,103,099,035
339,3,0.03973108681654047,682173.6033653894,682214.9602337426,143,066,123
340,3,0.041766363321169786,681688.8229244214,681730.1797927746,170,012,155
341,3,0.04779789322028449,680246.1084761913,680287.4653445445,173,102,062
342,3,0.01239920127254801,688586.0251632528,688627.382031606,051,050,084
343,3,0.007002459011938966,689831.1710253586,689872.5278937118,088,131,049
344,3,0.027075970984798747,685165.0483178662,685206.4051862194,115,060,012
345,3,0.04329779843754722,681323.3725972569,681364.7294656101,016,157,020
346,3,0.007535493585714925,689708.4899178499,689749.8467862031,147,111,196
347,3,0.01181434239491519,688721.2931365835,688762.6500049367,170,151,059
348,3,0.012126073031816453,688649.2050758208,688690.561944174,102,116,111
349,3,0.0035136978785708095,690632.5079448612,690673.8648132144,032,103,194
350,3,0.02676626374627833,685237.7688761262,685279.1257444794,102,153,123
351,3,0.009854133388955688,689174.0732448671,689215.4301132204,000,176,151
352,3,0.025881754865475948,685445.3279188076,685486.6847871608,194,115,082
353,3,0.021965944258521608,686361.9545103698,686403.311378723,122,159,095
354,3,0.010606500176669975,689000.3934161661,689041.7502845193,036,017,094
355,3,0.023392499904653197,686028.4470490215,686069.8039173747,062,134,118
356,3,0.009120216653580204,689343.3668682224,689384.7237365756,064,011,165
357,3,0.011711898839961377,688744.9783595053,688786.3352278585,013,060,151
358,3,0.004753079510285141,690348.1549334298,690389.511801783,003,138,040
359,3,0.004101731279245624,690497.6387621202,690538.9956304734,196,185,084
360,3,0.027150413216006197,685147.5655190623,685188.9223874155,115,127,076
361,3,0.014020264781244629,688210.6814358676,688252.0383042208,055,129,113
362,3,0.0015915681151928984,691072.8059747734,691114.1628431266,042,016,007
363,3,0.015739427787185067,687811.948733777,687853.3056021302,172,001,186
364,3,0.00830767760404516,689530.6502154579,689572.0070838111,000,028,023
365,3,0.01066159008111578,688987.6710189795,689029.0278873327,079,147,035
366,3,0.03072185180003495,684307.23570231,684348.5925706632,070,162,029
367,3,0.011043517018411553,688899.4497797583,688940.8066481116,064,114,032
368,3,0.01563057996944961,687837.214909811,687878.5717781642,001,171,092
369,3,0.00970570981790686,689208.3204426237,689249.6773109769,006,181,178
370,3,0.008684346315139702,689443.8503647359,689485.2072330891,035,036,051
371,3,0.0011978857638241802,691162.8813311522,691204.2381995054,087,159,015
372,3,0.002357480747704921,690897.4617286726,690938.8185970258,045,107,094
373,3,0.0035705420709317703,690619.4738449086,690660.8307132619,170,148,016
374,3,0.012794574764709243,688494.5365688577,688535.8934372109,168,151,117
375,3,0.0438872221813662,681182.5609547581,681223.9178231113,155,005,151
376,3,0.0029095828340869323,690770.9826979002,690812.3395662534,027,013,172
377,3,0.0045507252233781825,690394.6055317727,690435.9624001259,176,121,003
378,3,0.023662134563165793,685965.3557437963,686006.7126121495,076,162,006
379,3,0.013281953287518133,688381.707767871,688423.0646362242,055,161,082
380,3,0.0017153407925698527,691044.4791850353,691085.8360533885,084,063,118
381,3,0.0046048519283081735,690382.1816258323,690423.5384941855,042,172,185
382,3,0.03029819529666211,684407.0802729107,684448.4371412639,084,034,033
383,3,0.009820494073434438,689181.835617491,689223.1924858443,042,170,082
384,3,0.0023373246749630594,690902.0778846181,690943.4347529713,171,094,165
385,3,0.00018721245250363783,691393.9630564692,691435.3199248224,071,156,052
386,3,0.01412079987427206,688187.3830555743,688228.7399239275,039,029,041
387,3,0.006893976109251576,689856.1309514348,689897.487819788,037,052,075
388,3,0.01717435992181149,687478.6052788523,687519.9621472055,034,192,196
389,3,0.010155308666298768,689104.5643968094,689145.9212651626,066,128,069
390,3,0.04246317030789992,681522.6145392682,681563.9714076214,035,016,157
391,3,0.012361576354437465,688594.7295815009,688636.0864498541,111,114,102
392,3,0.006762543371803931,689886.367561053,689927.7244294062,156,199,109
393,3,0.012383053555680368,688589.7609324381,688631.1178007913,136,152,004
394,3,0.005850891268408653,690095.9865911711,690137.3434595243,012,018,036
395,3,0.014587457486617161,688079.2069485812,688120.5638169344,149,158,066
396,3,0.012296658992628218,688609.7472496827,688651.1041180359,188,001,056
