,num_topics,scenario_r2,scenario_aic,scenario_bic,4,5,6
128,3,0.01999663643135663,3412.011559825951,3437.8243112717123,055,150,064
129,3,0.0035590963106650886,3490.024223222188,3515.8369746679496,061,007,157
130,3,0.03134547346213501,3357.382527472677,3383.1952789184384,044,170,046
131,3,0.0023774101408832182,3495.582831363765,3521.3955828095263,024,164,074
132,3,0.010106085690106292,3459.1074904502875,3484.920241896049,146,113,142
133,3,0.012230000008729869,3449.033825342731,3474.8465767884923,069,043,021
134,3,0.028024153478389158,3373.4360801212897,3399.248831567051,020,149,037
135,3,0.01941900963149279,3414.7750928147816,3440.587844260543,006,062,185
136,3,0.00949176185244982,3462.0171811789587,3487.82993262472,061,096,186
137,3,0.015905233641382965,3431.551018214219,3457.3637696599803,014,114,004
138,3,0.002964558752571622,3492.821729435107,3518.6344808808685,007,048,110
139,3,0.014844748170514954,3436.60235988565,3462.4151113314115,013,166,130
140,3,0.008146596081323842,3468.382143354389,3494.1948948001505,120,043,071
141,3,0.010170703038155926,3458.8013311238356,3484.614082569597,081,133,013
142,3,0.015188741635043579,3434.9644342085503,3460.777185654312,106,171,143
143,3,0.01503056488651644,3435.717664204807,3461.5304156505686,086,125,198
144,3,0.01810113455644735,3421.0740976303077,3446.886849076069,136,192,186
145,3,0.010147591622974628,3458.9108361386207,3484.723587584382,162,175,130
146,3,0.02006591633200072,3411.6799954338167,3437.492746879578,032,029,161
147,3,0.006644926648865734,3475.477449527152,3501.2902009729137,076,175,091
148,3,0.014637184768337197,3437.5903968654547,3463.4031483112162,013,109,097
149,3,0.015150920386123867,3435.1445481642786,3460.95729961004,068,170,159
150,3,0.004327678958278236,3486.405299607399,3512.2180510531603,002,018,196
151,3,0.0036442468811455075,3489.623423497409,3515.4361749431705,018,105,193
152,3,0.005348141033070575,3481.596065415084,3507.4088168608455,069,134,045
153,3,0.028212594573426286,3372.5267217026594,3398.339473148421,056,055,094
154,3,0.007429176584405117,3471.773250498507,3497.5860019442684,115,083,106
155,3,0.011207534374242711,3453.886051707339,3479.6988031531005,081,116,039
156,3,0.007402620880914368,3471.8987272709255,3497.711478716687,191,106,006
157,3,0.00983541364918239,3460.389727191692,3486.2024786374536,173,114,022
158,3,0.003124481482073893,3492.0694013541543,3517.8821527999157,074,165,085
159,3,0.0071627200831213544,3473.0321161155316,3498.844867561293,070,159,023
160,3,0.019025840077064093,3416.655198234901,3442.4679496806625,119,026,014
161,3,0.03821358731923852,3324.010265989493,3349.8230174352543,197,127,196
162,3,0.010130149664893229,3458.99347680505,3484.8062282508113,011,179,043
163,3,0.008998069995182711,3464.354201594706,3490.1669530404674,059,111,142
164,3,0.012479353540808091,3447.8497281327727,3473.662479578534,014,049,136
165,3,0.016424177249006133,3429.0771838339606,3454.889935279722,177,022,048
166,3,0.025003104715058955,3387.990706148623,3413.8034575943843,088,132,072
167,3,0.020425458486539205,3409.9588979075943,3435.7716493533558,148,050,021
168,3,0.017063521039390128,3426.027599572584,3451.8403510183457,081,008,086
169,3,0.02898863906159066,3368.7799117848426,3394.592663230604,006,015,174
170,3,0.011718210405834761,3451.463208321353,3477.2759597671143,094,115,097
171,3,0.024479056351376705,3390.510843966129,3416.3235954118904,072,063,091
172,3,0.0007579393074212959,3503.1900769245167,3529.002828370278,166,102,014
173,3,0.027680686489631623,3375.093092109124,3400.9058435548855,125,050,190
174,3,0.027789802561253518,3374.5667392062096,3400.379490651971,001,085,033
175,3,0.009258177253422817,3463.123060538799,3488.9358119845606,033,131,129
176,3,0.004873071056257228,3483.8355889713002,3509.6483404170617,009,011,179
177,3,0.031429603348562596,3356.9751724331345,3382.787923878896,144,170,156
178,3,0.013302510871216588,3443.938703273112,3469.7514547188734,106,144,002
179,3,0.007709543292269916,3470.448301614877,3496.2610530606385,198,032,168
180,3,0.0037520583090702164,3489.115911041443,3514.9286624872043,185,183,097
181,3,0.03334061900515184,3347.7125345322584,3373.52528597802,188,155,079
182,3,0.00934078148135542,3462.7320101444966,3488.544761590258,093,068,042
183,3,0.009651630682199541,3461.260150296128,3487.0729017418894,073,137,159
184,3,0.029037620076266313,3368.543326753803,3394.3560781995643,055,021,137
185,3,0.009701885835552981,3461.022150560946,3486.8349020067076,093,118,040
186,3,0.010106217050726674,3459.1068680792014,3484.919619524963,028,075,167
187,3,0.015422358244126966,3433.851741939723,3459.6644933854845,086,091,184
188,3,0.013099569432729385,3444.9032313974694,3470.715982843231,024,068,189
189,3,0.02164834364308621,3404.1003194420373,3429.9130708877988,010,185,067
190,3,0.0081372055240152,3468.4265465949466,3494.239298040708,018,162,060
191,3,0.007556434540494594,3471.171904918123,3496.9846563638844,148,107,121
192,3,0.02197593709769552,3402.5296463843497,3428.342397830111,066,004,082
193,3,0.00539586091852895,3481.3710503712064,3507.183801816968,089,144,122
194,3,0.013105371723293735,3444.875657366796,3470.6884088125576,134,059,043
195,3,0.013465117999492127,3443.165730515826,3468.9784819615875,122,064,093
196,3,0.003067855537101205,3492.335801856996,3518.1485533027576,002,146,006
197,3,0.0225841625365093,3399.6120651285964,3425.424816574358,163,170,023
198,3,0.006411588491231579,3476.5789966749926,3502.391748120754,164,020,032
199,3,0.016454624866105827,3428.9319977372797,3454.744749183041,069,107,004
200,3,0.002186208868672157,3496.4816161889376,3522.294367634699,128,159,102
201,3,0.00902603433059368,3464.2218561576374,3490.034607603399,012,168,133
202,3,0.007771552921393532,3470.155207747008,3495.9679591927693,069,133,179
203,3,0.0030526778311061875,3492.4072038071226,3518.219955252884,021,025,193
204,3,0.0020063219516452957,3497.327058102719,3523.1398095484806,122,104,162
205,3,0.04434702753189712,3294.0057371032617,3319.818488549023,029,092,016
206,3,0.0017912637121487718,3498.3376000596836,3524.150351505445,083,103,131
207,3,0.028745561214147175,3369.953834644035,3395.7665860897964,150,063,094
208,3,0.0027382602446411886,3493.8861044107707,3519.698855856532,073,069,102
209,3,0.03242384747063187,3352.158382769816,3377.9711342155774,155,192,041
210,3,0.0022092677739081745,3496.3732317226822,3522.1859831684437,021,072,167
211,3,0.02629875368952317,3381.754137789527,3407.5668892352883,027,199,174
212,3,0.02850647621149993,3371.108187848544,3396.9209392943053,186,174,012
213,3,0.018840191936060013,3417.542690932256,3443.3554423780174,118,050,024
214,3,0.0014938239599279202,3499.7348876139768,3525.5476390597382,073,199,183
215,3,0.02722773668585421,3377.2773950421324,3403.090146487894,068,001,077
216,3,0.02310129822029028,3397.1300016072564,3422.942753053018,062,034,165
217,3,0.008258096619901956,3467.8548810397842,3493.6676324855457,163,144,007
218,3,0.010364343615858473,3457.8837353757663,3483.6964868215277,069,082,151
219,3,0.022563531406854964,3399.7110598176405,3425.523811263402,102,088,096
220,3,0.008276769667182826,3467.7665743786165,3493.579325824378,115,153,194
221,3,0.0016639736735375443,3498.9356234980496,3524.748374943811,014,196,061
222,3,0.014270428033357319,3439.3357124255763,3465.1484638713378,004,058,192
223,3,0.009290281521670662,3462.9710820372165,3488.783833482978,196,109,098
224,3,0.011218561577188924,3453.8337476374763,3479.646499083238,044,045,025
225,3,0.01836169142847266,3419.829393172311,3445.6421446180725,177,142,082
226,3,0.01145674341402314,3452.7038645960365,3478.516616041798,104,067,173
227,3,0.012175147283109866,3449.294262631147,3475.1070140769084,197,113,058
228,3,0.002625807481707376,3494.414926187401,3520.2276776331623,171,071,045
229,3,0.00858332461816702,3466.3166083651995,3492.129359810961,176,071,056
230,3,0.006132956545202073,3477.8940287499754,3503.706780195737,132,148,008
231,3,0.007910815903188873,3469.496902468223,3495.3096539139847,197,020,019
232,3,0.007828186026350159,3469.887510480956,3495.7002619267173,051,093,058
233,3,0.0024157841240518563,3495.4024250213606,3521.215176467122,028,066,110
234,3,0.018974762670182166,3416.899391009545,3442.7121424553065,190,075,104
235,3,0.0038364677929350055,3488.718522766232,3514.5312742119936,078,122,011
236,3,0.011342247353569812,3453.2470430807916,3479.059794526553,107,002,113
237,3,0.0011362095182095855,3501.4143078292527,3527.227059275014,150,188,007
238,3,0.003331276640181846,3491.096391300369,3516.9091427461303,111,157,171
239,3,0.016309868492377477,3429.622212398126,3455.4349638438875,090,034,194
240,3,0.00035912450516428773,3505.0615636569764,3530.874315102738,104,138,146
241,3,0.01067533820712685,3456.4096637315197,3482.222415177281,094,171,025
242,3,0.0016929693102186727,3498.7994053236835,3524.612156769445,038,125,048
243,3,0.009257059570793702,3463.1283514515817,3488.941102897343,131,015,000
244,3,0.0032118314783803337,3491.6584278428218,3517.4711792885832,048,182,109
245,3,0.011503542895331065,3452.481825993722,3478.2945774394834,159,075,111
246,3,0.0474108951696377,3278.9452248758917,3304.757976321653,149,143,088
247,3,0.014876777154410048,3436.449877953364,3462.2626293991257,002,143,172
248,3,0.0028706620496739,3493.2633935759095,3519.076145021671,078,014,045
249,3,0.003954561063943873,3488.16249932722,3513.9752507729813,118,103,061
250,3,0.0031402613252042855,3491.995161342582,3517.8079127883434,097,099,164
251,3,0.01766157098251997,3423.1731853545316,3448.985936800293,137,194,007
252,3,0.0029968778246519667,3492.6696998296084,3518.48245127537,162,022,017
253,3,0.029501382373874008,3366.3026994943393,3392.115450940101,143,125,101
254,3,0.004538007332152594,3485.414467326171,3511.2272187719323,111,182,153
255,3,0.01353209389167076,3442.8473154215026,3468.660066867264,003,146,128
256,3,0.015966030663987052,3431.2612627414874,3457.074014187249,078,103,055
257,3,0.07119311171445719,3160.3688726173077,3186.181624063069,127,149,136
258,3,0.010498713956665462,3457.2468952604177,3483.059646706179,013,198,197
259,3,0.022767497551520743,3398.7322739095125,3424.545025355274,055,121,181
260,3,0.014876837564412604,3436.44959035186,3462.2623417976215,057,083,076
261,3,0.01680311958631564,3427.2699189872237,3453.082670432985,117,095,156
262,3,0.0045024944572369385,3485.5817790002893,3511.394530446051,103,096,184
263,3,0.011046008913081828,3454.65213010122,3480.4648815469814,084,173,073
264,3,0.016783777019732105,3427.362185090542,3453.1749365363034,101,027,068
265,3,0.008215186634489169,3468.057800244167,3493.8705516899286,182,162,133
266,3,0.025042514233316715,3387.8011318258104,3413.613883271572,046,111,027
267,3,0.005433848872133051,3481.191916886957,3507.0046683327187,128,167,125
268,3,0.034836136614430746,3340.451022373636,3366.2637738193976,174,130,175
269,3,0.012405028396625717,3448.202704863039,3474.0154563088004,143,081,179
270,3,0.014289577744431403,3439.2445991832737,3465.057350629035,190,060,008
271,3,0.0029484104028483227,3492.8976897708726,3518.710441216634,192,144,073
272,3,0.0027612261071937594,3493.778097524193,3519.5908489699545,095,142,197
273,3,0.07531594929569896,3139.504308631891,3165.3170600776525,137,046,155
274,3,0.016470546458949964,3428.856075592019,3454.6688270377804,187,120,055
275,3,0.014473716199890019,3438.3683884715283,3464.18113991729,125,130,169
276,3,0.005767094532531991,3479.6201923261306,3505.432943771892,129,041,158
277,3,0.06508064314970985,3191.1325970976923,3216.9453485434537,123,080,062
278,3,0.006449883505284304,3476.398230600158,3502.2109820459195,132,052,184
279,3,0.010404934788306175,3457.6913650808547,3483.504116526616,132,075,116
280,3,0.06112683317960543,3210.9249658323206,3236.737717278082,123,101,081
281,3,-0.00023602220016627484,3507.852973601872,3533.6657250476333,079,008,159
282,3,0.03513631507404302,3338.992144765214,3364.8048962109756,001,183,044
283,3,0.016308886523299426,3429.626894190218,3455.4396456359796,102,047,003
284,3,0.025847026526480743,3383.9294550295253,3409.742206475287,102,029,082
285,3,0.0023178224632902644,3495.8629551950344,3521.675706640796,058,038,129
286,3,0.006510731664350455,3476.110991335261,3501.9237427810226,047,085,032
287,3,0.031316552319643254,3357.522554829906,3383.3353062756673,050,175,062
288,3,0.036852145541729775,3330.644428111491,3356.4571795572524,054,168,050
289,3,0.022240259771826976,3401.2619466035885,3427.07469804935,068,013,156
290,3,0.04942505475385772,3269.018164750505,3294.8309161962666,049,123,057
291,3,0.016933499194899393,3426.647947006264,3452.4606984520256,161,141,177
292,3,0.005265739281687387,3481.9845915140468,3507.7973429598082,045,102,076
293,3,0.02123149860046991,3406.098156183625,3431.9109076293867,026,118,043
294,3,0.02784526260122322,3374.299189033023,3400.1119404787846,152,174,095
295,3,0.024972892063575447,3388.1360349602,3413.9487864059615,003,047,143
296,3,0.003834160874629955,3488.729383868822,3514.5421353145834,160,021,131
297,3,0.012701877600446942,3446.7927826949635,3472.605534140725,160,199,092
298,3,0.011530322061555798,3452.3547683902816,3478.167519836043,035,093,158
299,3,0.010061396670530853,3459.3192169473277,3485.131968393089,024,044,085
300,3,0.031172855753735185,3358.218227821997,3384.0309792677585,156,033,092
301,3,0.00045568910093041204,3504.608491117644,3530.4212425634055,079,150,125
302,3,0.009459260867876074,3462.1710689620577,3487.983820407819,194,000,035
303,3,0.008061269623309997,3468.7855939794954,3494.598345425257,165,106,021
304,3,0.013180742774310583,3444.517459319921,3470.3302107656823,190,095,079
305,3,0.005600915376610782,3480.4040278944703,3506.216779340232,017,160,182
306,3,0.020604109508677082,3409.103475811926,3434.9162272576873,093,131,101
307,3,0.004429517257855231,3485.9255774715293,3511.738328917291,122,171,002
308,3,0.014513010542484994,3438.1813877351124,3463.994139180874,055,000,165
309,3,0.010807224248340797,3455.7844020861376,3481.597153531899,170,072,191
310,3,0.0033969838736161995,3490.7871841623655,3516.599935608127,153,191,150
311,3,0.022161426889171,3401.6400674245506,3427.452818870312,034,004,072
312,3,0.03135702392650852,3357.3266024762943,3383.1393539220558,046,168,156
313,3,0.005027660442072923,3483.10695775937,3508.9197092051313,163,151,118
314,3,0.0075103669638406645,3471.389601850904,3497.2023532966655,009,152,067
315,3,0.020126340764458073,3411.3907929961388,3437.2035444419002,166,033,137
316,3,0.015236701802472608,3434.7360263175815,3460.548777763343,175,092,032
317,3,0.02746356599117461,3376.14025989346,3401.9530113392216,111,075,062
318,3,0.010298302290414618,3458.1967025572394,3484.009454003001,130,090,000
319,3,0.028900080997133704,3369.2076291117337,3395.020380557495,095,026,004
320,3,0.0067758361328909,3474.859336270487,3500.6720877162484,157,186,042
321,3,0.0033477498890523982,3491.0188728894027,3516.831624335164,132,077,083
322,3,0.0013259799223795943,3500.5231875775826,3526.335939023344,058,131,176
323,3,0.002116572791757698,3496.8089135343052,3522.6216649800667,118,073,025
324,3,0.02584090287888019,3383.9589368642683,3409.7716883100297,012,063,191
325,3,0.04136719763650454,3308.6069149221985,3334.41966636796,101,029,019
326,3,0.0018117133393461549,3498.24151821779,3524.0542696635516,187,166,141
327,3,0.03298077464378402,3349.458088388781,3375.2708398345426,004,063,107
328,3,0.01162251917660273,3451.917299597644,3477.7300510434056,042,113,157
329,3,0.0324959455764523,3351.808898427782,3377.6216498735434,184,170,088
330,3,0.01055785526996278,3456.966571169154,3482.7793226149156,016,049,120
331,3,0.0012765532276239888,3500.7553008172326,3526.568052262994,058,090,042
332,3,0.011917351099129947,3450.5180690175657,3476.330820463327,184,117,043
333,3,0.012236374158911434,3449.0035603409488,3474.8163117867102,098,124,197
334,3,0.021018880593307032,3407.1168548434707,3432.929606289232,134,143,089
335,3,0.047322031200219494,3279.3827194640708,3305.1954709098322,053,123,129
336,3,0.023870824047576567,3393.4341236754644,3419.246875121226,157,005,121
337,3,0.017062872794002093,3426.030692620747,3451.8434440665083,085,143,102
338,3,0.0021186299095018457,3496.799245178365,3522.6119966241263,103,099,035
339,3,0.06167826704209989,3208.169551474659,3233.9823029204204,143,066,123
340,3,0.03424099450684903,3343.342092356732,3369.1548438024934,170,012,155
341,3,0.02261591194415269,3399.459717341064,3425.2724687868254,173,102,062
342,3,0.01809900016084942,3421.0842924730005,3446.897043918762,051,050,084
343,3,0.020284369669622437,3410.634353296482,3436.4471047422435,088,131,049
344,3,0.009507655940007465,3461.941922977303,3487.7546744230644,115,060,012
345,3,0.013757221376743511,3441.7768615351342,3467.5896129808957,016,157,020
346,3,0.022909003192995825,3398.053101336567,3423.8658527823286,147,111,196
347,3,0.0160279129540275,3430.9663165552756,3456.779068001037,170,151,059
348,3,0.002074826344891756,3497.005115550617,3522.8178669963786,102,116,111
349,3,0.009734342968874765,3460.868432758465,3486.6811842042266,032,103,194
350,3,0.04498283969329253,3290.884361941886,3316.6971133876473,102,153,123
351,3,0.0024497860302471475,3495.2425671815236,3521.055318627285,000,176,151
352,3,0.021499893140816462,3404.811904110913,3430.6246555566745,194,115,082
353,3,0.0025690491298533402,3494.6818160850435,3520.494567530805,122,159,095
354,3,0.01260056207857807,3447.2740409975304,3473.086792443292,036,017,094
355,3,0.02076556756086001,3408.3302433569897,3434.142994802751,062,134,118
356,3,0.006355245355325834,3476.844943632772,3502.6576950785334,064,011,165
357,3,0.013472172169930463,3443.132194775486,3468.9449462212474,013,060,151
358,3,0.013117624204367129,3444.8174297796722,3470.6301812254337,003,138,040
359,3,0.002109682560664017,3496.8412971488488,3522.6540485946102,196,185,084
360,3,0.03850144080345841,3322.6063837039146,3348.419135149676,115,127,076
361,3,0.022003776723696356,3402.3961428139883,3428.2088942597497,055,129,113
362,3,0.014687110796778868,3437.3527595181076,3463.165510963869,042,016,007
363,3,0.025379168597870816,3386.181387728793,3411.9941391745547,172,001,186
364,3,0.009868501902363769,3460.232999206768,3486.0457506525295,000,028,023
365,3,0.020599840900241917,3409.123916708324,3434.9366681540855,079,147,035
366,3,0.019347932033106474,3415.115036030771,3440.9277874765326,070,162,029
367,3,0.005104701061872663,3482.7437974163877,3508.556548862149,064,114,032
368,3,0.03327840326055731,3348.0143807235763,3373.827132169338,001,171,092
369,3,0.014760168420787312,3437.0049989602267,3462.817750405988,006,181,178
370,3,0.0029561037423502246,3492.861501170555,3518.6742526163166,035,036,051
371,3,0.013055376678599684,3445.113241820014,3470.9259932657756,087,159,015
372,3,0.010681138095249842,3456.382168657272,3482.1949201030334,045,107,094
373,3,0.021343978596459978,3405.559150796058,3431.3719022418195,170,148,016
374,3,0.006207642774545219,3477.5415755925933,3503.3543270383548,168,151,117
375,3,0.03751908640585411,3327.3956681950276,3353.208419640789,155,005,151
376,3,0.0066893961604065355,3475.2674876683886,3501.08023911415,027,013,172
377,3,0.013787803528126252,3441.631428263596,3467.4441797093573,176,121,003
378,3,0.003539575254909999,3490.116103086173,3515.9288545319346,076,162,006
379,3,0.01873989571949608,3418.0220880818015,3443.834839527563,055,161,082
380,3,0.028177306454304607,3372.6970246649507,3398.509776110712,084,063,118
381,3,0.0026444007556915006,3494.3274933377506,3520.140244783512,042,172,185
382,3,0.0150385568437712,3435.679609793926,3461.4923612396874,084,034,033
