"","PC1","PC2"
"1",-1.35706464834349,-0.0111043789274309
"2",-1.40744153339596,-0.0984526659163575
"3",-1.93634066414267,0.134405636532913
"4",-1.43972707407363,0.100933773637936
"5",1.7975206204619,-0.106943771229651
"6",-1.78344584459109,-0.0980255731230746
"7",1.5370882234666,-0.151323933787564
"8",-0.998676478228128,-0.24930505887748
"9",-0.682619370610145,-0.103029310408482
"10",1.3437141117531,0.386310699256138
"11",1.39336450958593,-0.195846961879539
"12",-1.04677462901217,-0.207759432502414
"13",-0.285489436053471,-0.53547488814306
"14",1.73270302187602,-0.565474889638522
"15",-1.30580633395237,-0.20373440164179
"16",2.14219999101393,0.15531161386488
"17",0.756898548927075,0.127340036956532
"18",-0.934328246223726,0.250361500108997
"19",-1.21345390298765,0.00537072970140295
"20",1.77087949350225,-0.138483904416259
"21",1.30198822279648,0.500930540650626
"22",-0.435670808470589,-0.42752732591719
"23",0.701601441162971,0.62103461804818
"24",-0.0886411397642476,-0.506753316914412
"25",-1.87011930384958,0.0642116564010913
"26",2.14905645867985,0.141392324006705
"27",-2.43599606972844,0.381303940633624
"28",0.468111214391635,0.522768395158096
"29",-0.103410758230072,-0.31366307366837
"30",0.675557934063009,0.125231467972144
"31",0.898589622452783,-0.0181166678707325
"32",1.47401641865366,-0.106532935915213
"33",-0.818283591129775,0.520645557848265
